subject_id,video_id,window_id,ear_mean_mean,ear_mean_std,mar_mean,mar_std,blink_ratio,yawn_ratio,ear_diff_mean,num_frames,label
1,0_landmarks,0,0.283419683,0.012870586730494498,0.13352394716666666,0.0033307538444062434,0.0,0.0,0.004259723220338988,60,alert
1,0_landmarks,1,0.29740603866666665,0.01675013061397218,0.13426118950000002,0.0012685803144347684,0.0,0.0,0.0056844613559322,60,alert
1,0_landmarks,2,0.2870273928333333,0.00612033138429124,0.13469697916666667,0.001130489296775651,0.0,0.0,0.0015280013559322058,60,alert
1,0_landmarks,3,0.29029379450000004,0.008106685829569202,0.13369047616666666,0.0012167455306363953,0.0,0.0,0.0025743596610169517,60,alert
1,0_landmarks,4,0.29179337033333336,0.012964030410858985,0.13442398016666665,0.000981186209645399,0.0,0.0,0.0038013315254237265,60,alert
1,0_landmarks,5,0.2926357763333333,0.01134473846545877,0.13517432750000002,0.0008355122072709334,0.0,0.0,0.002922959491525423,60,alert
1,0_landmarks,6,0.2922002745000001,0.009090804434948432,0.13514928250000002,0.0006674282255259726,0.0,0.0,0.0029574559322033877,60,alert
1,0_landmarks,7,0.2948586543333333,0.005459369032018681,0.13448327766666665,0.0011441562310765176,0.0,0.0,0.0020951830508474547,60,alert
1,0_landmarks,8,0.29646068566666667,0.0019943141764262127,0.13472660633333336,0.0010887892849919215,0.0,0.0,0.0010718133898305093,60,alert
1,0_landmarks,9,0.29378433616666666,0.008318386463524261,0.13439883716666667,0.0009625202767701257,0.0,0.0,0.002950324406779661,60,alert
1,0_landmarks,10,0.2979595945,0.00318471206725162,0.13354872216666666,0.000577236252710827,0.0,0.0,0.0013584935593220343,60,alert
1,0_landmarks,11,0.2914827678333333,0.007981508739531455,0.13344274883333332,0.0005277090421027216,0.0,0.0,0.002894963389830506,60,alert
1,0_landmarks,12,0.2761232666666667,0.006792112379110952,0.13344187916666664,0.0007208750335952642,0.0,0.0,0.002814611186440676,60,alert
1,0_landmarks,13,0.29055906550000005,0.008353439804864906,0.13590581816666666,0.0011163595358701897,0.0,0.0,0.002472197796610172,60,alert
1,0_landmarks,14,0.28841086016666667,0.008506155520361613,0.1350998495,0.001243708204606189,0.0,0.0,0.0023785033898305074,60,alert
1,0_landmarks,15,0.2831052185,0.009005266009081542,0.133630998,0.0017782899706335865,0.0,0.0,0.0023868215254237305,60,alert
1,0_landmarks,16,0.25862613166666665,0.01409072867429859,0.13268100816666664,0.0017175653315905162,0.0,0.0,0.005339076101694914,60,alert
1,0_landmarks,17,0.26712495,0.0046665043918508575,0.13232568433333333,0.002118314014279885,0.0,0.0,0.0020341438983050844,60,alert
1,0_landmarks,18,0.27368117433333333,0.009301495575954322,0.13094586433333336,0.0009394364025651531,0.0,0.0,0.003137780169491523,60,alert
1,0_landmarks,19,0.2803936526666667,0.013054954089778574,0.13313107433333332,0.002231155231567546,0.0,0.0,0.004574619322033898,60,alert
1,0_landmarks,20,0.29341509583333336,0.002648907600169229,0.13252567433333332,0.0015548499603427624,0.0,0.0,0.0014519505084745782,60,alert
1,0_landmarks,21,0.28838479566666664,0.008347148728683617,0.1320755835,0.001559950430949464,0.0,0.0,0.002874680677966101,60,alert
1,0_landmarks,22,0.30145543883333326,0.011550416959747397,0.13289884916666667,0.001155456788720796,0.0,0.0,0.00252252372881356,60,alert
1,0_landmarks,23,0.29874327233333337,0.0021105151979413047,0.13403511799999998,0.0010423556117608486,0.0,0.0,0.0011767515254237303,60,alert
1,0_landmarks,24,0.29404959299999994,0.007636280898322669,0.13509006849999997,0.0006336582536136886,0.0,0.0,0.0021885798305084675,60,alert
1,0_landmarks,25,0.2979326044999999,0.0040104789721334706,0.1344551036666667,0.0006550133836926977,0.0,0.0,0.001761310677966107,60,alert
1,0_landmarks,26,0.2906667403333333,0.013023866945419725,0.13423551016666668,0.0008060330162354637,0.0,0.0,0.004479812881355927,60,alert
1,0_landmarks,27,0.2975002890000001,0.008626372768136036,0.13367403966666666,0.0007287560449697071,0.0,0.0,0.0028711930508474514,60,alert
1,0_landmarks,28,0.3045106516666667,0.008776411934711164,0.13493541383333335,0.000751673605802615,0.0,0.0,0.002687993220338984,60,alert
1,0_landmarks,29,0.3039501003333333,0.011479237101382937,0.1349860565,0.0008123266929091706,0.0,0.0,0.0029618162711864417,60,alert
1,0_landmarks,30,0.30424523100000006,0.006940652296919866,0.13418328666666665,0.00048109806621127096,0.0,0.0,0.002333808474576272,60,alert
1,0_landmarks,31,0.3123006046666667,0.0014751519165490095,0.13448053016666667,0.0006412822867128335,0.0,0.0,0.0011379183050847443,60,alert
1,0_landmarks,32,0.31082927899999996,0.0028157549825838313,0.134161268,0.0004819455533418677,0.0,0.0,0.0012730025423728854,60,alert
1,0_landmarks,33,0.29349293383333336,0.007399281449016541,0.1325053145,0.0010298662912848198,0.0,0.0,0.002036175084745758,60,alert
1,0_landmarks,34,0.302578317,0.005115746595781924,0.132594584,0.0006350988164430271,0.0,0.0,0.0012069988135593194,60,alert
1,0_landmarks,35,0.301664352,0.007065188022215872,0.13399714633333332,0.0012301284699804944,0.0,0.0,0.0014332715254237287,60,alert
